Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb,Age
151217,Brown,Labrador Retriever,BEAR,Desexed Male,MUNNO PARA WEST,8
151219,Brown,X Breed,WICKET,Male,CRAIGMORE,6
151224,Black/Brown,Rottweiler,MAYDINA,Female,ELIZABETH SOUTH,11
151225,Tan,German Shepherd Dog X,BOSS,Male,CRAIGMORE,11
151226,White,Dalmation X,BUDDY,Male,CRAIGMORE,3
151230,White/Grey/Apricot,Maltese,Scrappy,Male,SMITHFIELD PLAINS,12
151231,Brown/White,Jack Russell Terrier,LEVI,Desexed Male,CRAIGMORE,1
151232,Tri-Colored,Australian Cattle Dog X,TESSA,Female,ELIZABETH NORTH,4
151233,Brown/White,Maltese X,KUMHO,Desexed Male,PENFIELD GARDENS,10
151234,Black/White,Australian Cattle Dog X,SPIRIT,Desexed Female,BLAKEVIEW,3
151236,Brindle,Staffordshire Bull Terrier X,BUDDY,Male,DAVOREN PARK,4
151237,Brown,Maltese X,PATTY,Female,BLAKEVIEW,10
151239,Black,Shar Pei,ripley,Desexed Female,ELIZABETH DOWNS,6
151240,White,Jack Russell Terrier X,MIA,Female,BLAKEVIEW,8
151241,Red,Mastiff X,HOOCH,Desexed Male,DAVOREN PARK,5
151242,Black,Labrador Retriever,SAMPSON,Desexed Male,ANDREWS FARM,2
151243,Cream,Labrador Retriever,hudson,Desexed Male,ANDREWS FARM,1
151244,Black,Fox Terrier (Wire),SHANTI,Female,ELIZABETH PARK,2
151245,Apricot,King Charles Spaniel X,SPARKY,Desexed Male,HILLBANK,1
151246,Black/White,Dalmation,CHLOE,Desexed Female,BUCKLAND PARK,13
151247,Black,Labrador Retriever,NERO,Male,BLAKEVIEW,5
151248,White,Bulldog,MIGHTOR,Male,ELIZABETH PARK,12
151249,Tri-Colored,Jack Russell Terrier X,INDY,Desexed Female,MUNNO PARA,3
151250,White,Bull Terrier,STORM,Female,ELIZABETH PARK,8
151251,Chocolate,Labrador Retriever,BELLA,Female,MUNNO PARA,12
151252,White,Jack Russell Terrier X,TURBO,Male,CRAIGMORE,7
151253,White,Maltese X,SOOKIE,Desexed Female,CRAIGMORE,8
151255,Gold,Labrador Retriever,DOC,Male,MUNNO PARA WEST,3
151256,Gold,Labrador Retriever X,Gabby,Desexed Female,BLAKEVIEW,2
151257,Black /Tan,Australian Kelpie,KOAS,Male,ELIZABETH PARK,8
151258,Black /Tan,Chihuahua,WOMBLES,Desexed Male,MUNNO PARA,8
151260,Black,Australian Cattle Dog X,STING,Desexed Male,CRAIGMORE,10
151262,Tan,Staffordshire Bull Terrier X,JENNA,Female,BLAKEVIEW,14
151266,White,Maltese X,ANNEY,Desexed Female,SMITHFIELD,4
151267,White,Siberian Husky,Dakota,Desexed Female,ANDREWS FARM,7
151268,Grey/White,Maltese X,DUSTIN,Male,ELIZABETH DOWNS,2
151269,Black /Tan,Australian Cattle Dog X,BING,Female,SMITHFIELD,2
151271,Grey,Weimaraner,APPOLLO,Male,BLAKEVIEW,7
151272,Gold,Labrador Retriever,GOLD,Male,DAVOREN PARK,6
151274,Black/Brown,Beagle X,MARLEY,Desexed Female,ELIZABETH,11
151275,Black/White,Staffordshire Bull Terrier X,BYNDIE,Female,DAVOREN PARK,10
151278,Black/Brown,Beagle,CHARLIE,Desexed Male,ELIZABETH,9
151280,Brown,Jack Russell Terrier X,MOLLY,Desexed Female,CRAIGMORE,6
151281,White,Maltese X,DANNY,Male,DAVOREN PARK,1
151282,Black,Dalmation X,OPIE,Male,ELIZABETH EAST,2
151286,Black/White,Staffordshire Bull Terrier X,KIMURA,Female,MUNNO PARA WEST,11
151287,White,Jack Russell Terrier,PIPPA,Female,BLAKEVIEW,3
151288,Black,Australian Cattle Dog X,BLACK,Female,MUNNO PARA WEST,3
151289,Tan/White,Siberian Husky,CHARLIE,Female,ELIZABETH PARK,12
151290,Black /Tan,Rottweiler,CASH,Female,CRAIGMORE,3
151292,Brindle,Mastiff X,KONAN,Desexed Male,ANDREWS FARM,2
151294,Black/White,Maltese,HARVEY,Desexed Male,BLAKEVIEW,3
151298,White/Brown,Jack Russell Terrier,COSMO,Desexed Male,DAVOREN PARK,14
151299,Brindle,Staffordshire Bull Terrier,ZAC,Desexed Male,DAVOREN PARK,4
151300,Black/White,Maltese X,BRUNO,Male,DAVOREN PARK,10
151302,Tan/White,Boxer X,DICK,Male,ELIZABETH VALE,12
151306,Brindle,Bullmastiff X,JAKE,Male,ANGLE VALE,11
151307,Tan/White,Dogue De Bordeaux,NED,Male,ELIZABETH NORTH,4
151309,Black/White,Maltese X,BELLA,Desexed Female,HILLBANK,14
151310,White,Maltese X,BORIS,Desexed Male,HILLBANK,13
151311,White,Australian Cattle Dog X,ABBY,Desexed Female,VIRGINIA,12
151313,Black/Tan/White,Maltese X,MILLER,Male,CRAIGMORE,7
151314,White,Maltese X,MILOJKO,Male,ELIZABETH DOWNS,8
151316,Black/White,Fox Terrier (Smooth),TOMY,Male,ANDREWS FARM,11
151317,Black/White,Fox Terrier (Smooth),TINKERBELL,Desexed Female,ANDREWS FARM,11
151318,Black,Great Dane,DOUG,Male,ANDREWS FARM,1
151319,Brown/White,Jack Russell Terrier X,OSCAR,Desexed Male,MUNNO PARA WEST,13
151322,Chocolate,Shar Pei,ROXY,Female,ELIZABETH SOUTH,12
151323,Tan/White,Border Collie,OLLIE,Male,HILLBANK,7
151325,White/Black,Dalmation,LOLA,Female,ANDREWS FARM,4
151327,Sable,Pomeranian X,DAISY,Desexed Female,ELIZABETH DOWNS,8
151329,Black,Chihuahua,LOLA,Desexed Female,ANDREWS FARM,3
151330,Black/White,Australian Cattle Dog,CHARLEE,Desexed Female,ANDREWS FARM,13
151331,Fawn,Great Dane,LOLLY,Female,ELIZABETH PARK,14
151333,White/Brown,Maltese,DODGE,Male,SMITHFIELD,3
151334,White/Brown,Maltese X,BENJI,Male,ANGLE VALE,14
151335,Brown,American Staffordshire Terrier Cross,LAYLA,Female,ELIZABETH DOWNS,10
151336,Black/White,Jack Russell Terrier X,TINY,Desexed Male,DAVOREN PARK,6
151337,Black,Chihuahua X,EVIE,Desexed Female,DAVOREN PARK,3
151338,Tan,Maltese X,KARISHMA,Desexed Male,SMITHFIELD,8
151339,Black/White,Border Collie X,SOX,Desexed Male,BLAKEVIEW,8
151340,Black/White,Border Collie X,ASTA,Desexed Female,BLAKEVIEW,4
151341,Fawn,Pug,OLLIE,Male,DAVOREN PARK,11
151344,Tri-Colored,Beagle,MISHCA,Desexed Female,ANGLE VALE,8
151345,Tri-Colored,Beagle,ISLA,Female,ANGLE VALE,8
151346,Fawn,Staffordshire Bull Terrier,MOLLY,Desexed Female,BLAKEVIEW,7
151347,White/Red,Australian Cattle Dog,PEARLEE,Female,ELIZABETH DOWNS,5
151349,Brown,Hungarian Vizsla X,LILY,Female,BLAKEVIEW,5
151350,Brown,German Shorthaired Pointer,CARLY,Female,CRAIGMORE,11
151351,Tan,Alaskan Malamute,KODA,Male,DAVOREN PARK,5
151353,Grey/White,Maltese X,DASH,Male,ELIZABETH DOWNS,3
151355,Tan,Chihuahua X,LUCY,Desexed Female,CRAIGMORE,8
151357,White,Samoyed,LEXI FERGUSON,Desexed Female,CRAIGMORE,12
151361,White,Siberian Husky,BUNDY,Male,EDINBURGH NORTH,11
151363,Black/White,Fox Terrier (Smooth),FILLETT,Desexed Female,BLAKEVIEW,4
151364,Tan/White,Jack Russell Terrier,CUTLET,Desexed Female,BLAKEVIEW,9
151367,Black/White,Siberian Husky,MISCHKA,Desexed Female,BLAKEVIEW,11
151368,Tan/White,Maltese X,SARRI,Female,BLAKEVIEW,2
151369,Black,Labrador Retriever,EBONY,Desexed Female,MUNNO PARA WEST,6
151370,Roan,Australian Cattle Dog X,MARLEY,Male,ELIZABETH SOUTH,4
151380,Black/White,Maltese X,Cindi,Female,ONE TREE HILL,6
151381,Brindle,Greyhound,SAMANTHA,Female,DAVOREN PARK,14
151383,White,West Highland White Terrier X,HAMISH,Desexed Male,MUNNO PARA,6
151384,White,West Highland White Terrier X,SANDY,Desexed Male,MUNNO PARA,4
151387,Tan/White,Jack Russell Terrier,JESSIE,Female,ELIZABETH NORTH,13
151389,Black/White,Tenterfield Terrier,BETINA,Female,ANDREWS FARM,8
151390,Gold,Labrador Retriever,BROOKLYN,Female,MUNNO PARA WEST,4
151395,Tan/White,Chihuahua,MISSY,Female,ELIZABETH EAST,8
151396,White,Siberian Husky,MOLLY,Desexed Female,BLAKEVIEW,14
151397,Brown,Australian Kelpie,PUPPY,Desexed Male,CRAIGMORE,6
151398,Blenheim,King Charles Spaniel,GIZMO,Male,CRAIGMORE,2
151399,White,Belgian Shepherd Dog,NEEKA,Desexed Female,MUNNO PARA WEST,8
151400,Chocolate,Labrador Retriever,FUDGE SANDELL,Male,CRAIGMORE,10
151403,Tan/White,Beagle X,ZOE,Female,ANGLE VALE,12
151406,Brindle,Rottweiler X,AYLA,Female,DAVOREN PARK,1
151407,Red,Australian Cattle Dog X,MALE,Male,ELIZABETH DOWNS,3
151408,Cream,Poodle (Miniature),RUSTY,Male,HILLBANK,4
151409,Blue,Staffordshire Bull Terrier,SHILOH,Female,DAVOREN PARK,6
151410,Black/White,Border Collie,BANJO,Male,DAVOREN PARK,8
151412,Black,Australian Kelpie X,CLOE,Desexed Female,CRAIGMORE,14
151414,Tri-Colored,Shih Tzu,SHADOW,Female,DAVOREN PARK,11
151415,Grey/White,Shih Tzu,BUDDY,Desexed Male,DAVOREN PARK,10
151416,Tan/White,Bulldog,ANGUS,Male,CRAIGMORE,7
151420,Black,French Bulldog X,PADDY,Female,BLAKEVIEW,8
151421,Brown/Black,Maltese X,Alfie,Desexed Male,ELIZABETH VALE,6
151422,White,Maltese X,Molly,Desexed Female,ELIZABETH VALE,11
151423,White,American Staffordshire Terrier,Nala,Female,SMITHFIELD,2
151424,Black,Shar Pei,Mekka,Female,SMITHFIELD,3
151426,Red,Australian Cattle Dog,RIPPER,Desexed Male,CRAIGMORE,13
151427,White,Maltese,KOBY,Desexed Male,MUNNO PARA,8
151428,Brindle,Staffordshire Bull Terrier X,AERIAL,Female,ELIZABETH PARK,6
151429,White,Maltese X,REGI,Desexed Male,BLAKEVIEW,4
151431,Gold,German Shepherd Dog,SIMBA,Desexed Male,MACDONALD PARK,7
151432,Grey/White,Siberian Husky,GROWLITHE,Male,BLAKEVIEW,11
151433,Tan/White,Staffordshire Bull Terrier,DENNIS,Desexed Male,SMITHFIELD,7
151435,Black /Tan,Rottweiler,JAEB,Desexed Male,ELIZABETH GROVE,5
151437,Tan,Pomeranian X,BUDDA,Desexed Male,ANDREWS FARM,5
151439,Black/Brown,Australian Kelpie X,GEMMA,Desexed Female,MUNNO PARA WEST,10
151440,Black /Tan,Australian Kelpie,TASH KEOGH,Desexed Female,MUNNO PARA WEST,13
151441,Apricot,Poodle X,OLLIE,Desexed Male,BLAKEVIEW,4
151442,Black/Brown,Maltese X,MILLIE,Desexed Female,BLAKEVIEW,1
151443,Tan/Brindle,Deerhound X,STELLA,Desexed Female,BLAKEVIEW,14
151444,Tri-Colored,Beagle,MAX,Desexed Male,ELIZABETH DOWNS,11
151447,Gold,Labrador Retriever X,HEIDI,Desexed Female,ANGLE VALE,11
151449,White,Maltese,BEN,Desexed Male,ELIZABETH PARK,12
151451,Tan/Black,Rottweiler,cheeky,Desexed Female,CRAIGMORE,12
151452,Brindle,Irish Wolfhound,KATO,Male,SMITHFIELD PLAINS,14
151453,Tri-Colored,Beagle,BART,Desexed Male,BLAKEVIEW,1
151454,White,West Highland White Terrier X,OSCAR,Desexed Male,BLAKEVIEW,4
151455,Red,Poodle X,RUBY,Desexed Female,BLAKEVIEW,7
151457,White/Brindle,Jack Russell Terrier,JACK,Male,HILLBANK,1
151459,Gold,Labrador Retriever,SAM,Desexed Male,ELIZABETH GROVE,14
151461,White,Bull Terrier,Rosey,Desexed Female,ELIZABETH PARK,2
151462,Gold,Poodle X,ELLA STEVENS,Female,CRAIGMORE,8
151463,White/Black,Maltese X,OLLIE BAKER,Desexed Male,ANGLE VALE,8
151465,Black,Australian Kelpie X,INDIE,Female,MUNNO PARA,8
151466,Tan,Australian Silky Terrier X,Phoebe,Female,CRAIGMORE,4
151468,White,Shih Tzu X,BELLA,Female,MUNNO PARA,10
151469,Gold,Labrador Retriever,MERSEY,Female,BLAKEVIEW,11
151470,Black,Labrador Retriever X,BAILEY,Desexed Male,ULEYBURY,2
151471,Grey/White,Maltese X,TYE,Male,SMITHFIELD,3
151472,Sable,Havanese,MILO,Desexed Male,ANDREWS FARM,2
151475,Grey/White,Siberian Husky,JACCOB DOW (JD),Male,ANGLE VALE,5
151476,Chocolate,Staffordshire Bull Terrier X,TILLIE,Desexed Female,CRAIGMORE,10
151477,Black,Labrador Retriever,Zac,Desexed Male,HILLBANK,13
151478,White,Maremma Sheepdog,Wally,Desexed Male,HILLBANK,11
151479,Black /Tan,Rottweiler,OAKLEY CHALLENOR,Female,SMITHFIELD PLAINS,1
151480,Tan/White,Chihuahua,Angel,Female,ELIZABETH EAST,4
151481,Tan/White,Jack Russell Terrier,Tango,Desexed Male,ELIZABETH EAST,7
151482,Black/Grey,Shih Tzu X,Ziggy,Male,HILLBANK,13
151483,Black,Labrador Retriever,Lulu Anderson,Desexed Female,MUNNO PARA WEST,7
151486,Black/Brindle,Staffordshire Bull Terrier,BEAU,Desexed Female,HILLBANK,8
151487,Black /Tan,Australian Kelpie,SAM,Male,ELIZABETH EAST,13
151488,Gold,Golden Retriever,MOE,Male,CRAIGMORE,4
151489,Brown/White,Maltese,ROCKY,Male,ELIZABETH PARK,4
151490,Brindle/White,American Staffordshire Terrier Cross,Bella,Desexed Female,HILLBANK,10
151492,Black,Maltese X,Holly,Desexed Female,ELIZABETH PARK,2
151494,Tan/White,Staffordshire Bull Terrier X,SUZIE,Desexed Female,DAVOREN PARK,4
151495,White,Maltese X,Miley,Desexed Female,ANGLE VALE,11
151496,Black,Poodle (Miniature) X,JET,Desexed Male,ELIZABETH VALE,5
151497,Gold,Golden Retriever,ORA,Female,ANDREWS FARM,10
151500,Black,Australian Kelpie X,NALA,Desexed Female,ANDREWS FARM,11
151501,Tan/White,Australian Terrier X,RUBY,Desexed Female,ELIZABETH EAST,5
151502,Black,Mastiff X,HARPER,Female,HILLBANK,12
151505,Brown,Mastiff X,MISTY,Female,CRAIGMORE,4
151506,Brown/White,Siberian Husky X,SHIANNE,Female,CRAIGMORE,12
151507,Black/White,Pug X,CUDDLES,Female,SMITHFIELD PLAINS,6
151508,Black,Pug,jaspa,Female,SMITHFIELD PLAINS,8
151509,Black/White,Staffordshire Bull Terrier,Dusty,Male,DAVOREN PARK,7
151511,Tan,Cocker Spaniel X,LILLY STEWART,Female,CRAIGMORE,2
151512,Black,Staffordshire Bull Terrier X,SHAZZA,Desexed Female,BLAKEVIEW,9
151513,Brindle,Mastiff,Savs,Male,ELIZABETH GROVE,10
151517,Black/Brown,Beagle X,BENTLEY GOMES,Desexed Male,BLAKEVIEW,4
151518,Tan/White,Jack Russell Terrier X,PUMPKIN GOMES,Male,BLAKEVIEW,14
151519,Tri-Colored,Australian Shepherd,BOBBIE,Desexed Male,ELIZABETH VALE,6
151522,White,West Highland White Terrier,WILLIE,Desexed Male,HILLBANK,2
151523,White,Maltese X,ELLIE,Female,MUNNO PARA,11
151524,Tan,Australian Terrier X,ARCHIE,Desexed Male,ANDREWS FARM,6
151525,Black /Tan,Rottweiler,DAISY,Female,MACDONALD PARK,5
151529,White,Bichon Frise,RUBY GRACE,Desexed Female,ULEYBURY,3
151532,Black /Tan,Rottweiler,ABBY,Desexed Female,ELIZABETH PARK,5
151533,Grey/White,Maltese X,MIA,Desexed Female,ELIZABETH EAST,12
151535,Brown,Chihuahua,TROUBLE,Desexed Female,ELIZABETH PARK,11
151536,White,Chihuahua,GYPSY,Desexed Female,ELIZABETH PARK,3
151537,Brindle,Staffordshire Bull Terrier,VOSS,Desexed Male,MUNNO PARA,2
151539,Black/White,Jack Russell Terrier,Lady,Female,DAVOREN PARK,14
151540,Black /Tan,Australian Kelpie,Shanti,Female,DAVOREN PARK,13
151541,Black,Jack Russell Terrier,Nygellah,Female,DAVOREN PARK,4
151542,Tan,Cavalier King Charles Spaniel X,Toby,Male,BLAKEVIEW,4
151543,White,Maltese X,HOLLY ANDERSON,Desexed Female,MUNNO PARA WEST,9
151544,Black/Sable,Pomeranian X,BUDDY,Male,ELIZABETH EAST,8
151547,White,Maltese X,SPIKE,Desexed Male,HILLBANK,13
151548,Brindle,Staffordshire Bull Terrier,MACK,Male,DAVOREN PARK,6
151550,Black/White,Border Collie X,DAPHNE,Desexed Female,CRAIGMORE,12
151551,White/Brown,Chihuahua,MIYA,Desexed Female,ELIZABETH DOWNS,11
151552,White,Maltese X,MARLEY,Male,MUNNO PARA,9
151553,Red,Australian Cattle Dog,BONNIE,Desexed Female,ELIZABETH PARK,10
151554,Blenheim,Cavalier King Charles Spaniel,FRANK,Desexed Male,VIRGINIA,2
151556,Black/White,Staffordshire Bull Terrier X,BEAR,Male,DAVOREN PARK,2
151557,Black /Tan,Rottweiler,MAX,Male,ELIZABETH EAST,3
151558,Black /Tan,German Shepherd Dog,RAJAH,Male,HUMBUG SCRUB,3
151559,Brindle,Mastiff X,LU-LI,Female,CRAIGMORE,11
151560,White,American Staffordshire Terrier,PATCH,Male,SMITHFIELD PLAINS,12
151562,Black/Grey,Siberian Husky X,KODA,Female,ANDREWS FARM,7
151563,White,Bull Terrier,UNIT,Male,CRAIGMORE,11
151565,Tan/White,Jack Russell Terrier X,JUNIOR,Desexed Male,MUNNO PARA WEST,4
151567,Red,Staffordshire Bull Terrier,JACK,Male,ELIZABETH DOWNS,8
151568,Tri-Colored,Maltese X,Bella,Desexed Female,ANDREWS FARM,7
151569,Brown/White,Staffordshire Bull Terrier X,SAMMIE,Female,CRAIGMORE,9
151571,Brindle,Boston Terrier X,BELLA,Desexed Female,ELIZABETH EAST,13
151572,White/Black,Maltese X,SALVATOR,Desexed Male,BLAKEVIEW,10
151573,Black,German Shepherd Dog X,PRECIOUS,Desexed Female,ELIZABETH VALE,13
151574,Black,Labrador Retriever,DANNY,Male,ELIZABETH DOWNS,11
151575,Brown/White,American Staffordshire Terrier,LILLY,Desexed Female,SMITHFIELD,6
151577,Tan/White,Cavalier King Charles Spaniel,Poppi,Desexed Female,ELIZABETH GROVE,2
151578,Brown/White,Jack Russell Terrier,Buddy,Male,ELIZABETH EAST,13
151579,Black,Shih Tzu X,Cookie,Desexed Female,ELIZABETH VALE,6
151582,Red,Staffordshire Bull Terrier,RUBY,Female,CRAIGMORE,14
151583,Black /Tan,Airedale Terrier,ANIKA,Desexed Female,HILLBANK,2
151586,Black,X Breed,MOLLY,Female,ELIZABETH EAST,9
151587,White,X Breed,FROSTY,Female,ELIZABETH EAST,8
151589,Chocolate,Labrador Retriever,BAXTER,Male,BLAKEVIEW,10
151590,Tan,American Staffordshire Terrier Cross,RUBI,Desexed Male,BLAKEVIEW,8
151591,Gold,Shih Tzu X,PARIS,Desexed Female,PENFIELD GARDENS,13
151592,White,Maltese X,BOB,Male,DAVOREN PARK,7
151594,Tan,Staffordshire Bull Terrier X,WINNIE,Female,ANDREWS FARM,4
151595,Tan,Cocker Spaniel,HOLLY,Female,BLAKEVIEW,8
151596,White,Maltese X,BUNDY,Male,CRAIGMORE,3
151599,Black/White,Border Collie,CASSIE,Female,SMITHFIELD PLAINS,5
151604,Fawn,Chihuahua,BUDDY,Male,ELIZABETH GROVE,10
151606,Black,Maltese,Shadow,Female,ELIZABETH PARK,5
151609,Black/White,Dalmation,ELLIE MAE,Desexed Female,ANDREWS FARM,8
151610,Fawn,Staffordshire Bull Terrier,Diesel,Male,BLAKEVIEW,7
151615,Brindle,Rottweiler X,IZZY,Female,ELIZABETH DOWNS,3
151616,Tan/White,Australian Terrier,LILLY,Female,BLAKEVIEW,14
151617,Black,Cocker Spaniel,JAKEB EVANS,Desexed Male,HILLBANK,3
151619,Brindle/White,American Staffordshire Terrier Cross,COCO,Desexed Female,ELIZABETH EAST,6
151620,Tri-Colored,Rhodesian Ridgeback X,BONNY,Desexed Female,ANGLE VALE,8
151621,Chocolate,Labrador Retriever X,NESSIE,Desexed Female,CRAIGMORE,10
151625,Black/White,Collie (Rough),KIZZY,Desexed Female,MACDONALD PARK,14
151626,Cream/Black,Pomeranian,BUDDIE,Desexed Male,MACDONALD PARK,7
151629,Blue/Roan,Australian Cattle Dog,DIESEL,Desexed Male,ELIZABETH PARK,5
151630,Black/White,Maltese X,PIXIE,Desexed Female,CRAIGMORE,13
151631,Black /Tan,German Shepherd Dog,ANOUSKA,Desexed Female,ANDREWS FARM,4
151632,Black,Staffordshire Bull Terrier,NEVILLE,Male,MUNNO PARA,11
151633,White,Beagle X,AVA,Desexed Female,MUNNO PARA,14
151635,Black /Tan,Pomeranian X,HOLLY,Desexed Female,ELIZABETH VALE,2
151636,Black /Tan,German Shepherd Dog,AMY,Desexed Female,ANDREWS FARM,3
151637,Black,German Shepherd Dog X,GOONG-GOONG,Female,ELIZABETH NORTH,13
151641,Blue,Australian Cattle Dog,BUNGIE,Male,DAVOREN PARK,4
151645,Tan/White,Maltese X,WICKET COWAN,Male,MUNNO PARA,11
151646,Sable/Brown,Australian Terrier X,Bonney,Desexed Female,ELIZABETH DOWNS,7
151649,Black /Tan,X Breed,AREK,Male,ELIZABETH EAST,13
151651,Tan,American Staffordshire Terrier Cross,Cliff Junior,Male,ELIZABETH EAST,4
151653,Sable,Collie (Rough),MERLIN,Male,ELIZABETH VALE,6
151654,Tan/White,Maltese X,LADY,Desexed Female,ELIZABETH VALE,6
151655,Tan,Bullmastiff X,RUBY-SUE,Female,BLAKEVIEW,8
151657,Brown/White,Maltese X,PRICILLA,Desexed Female,ONE TREE HILL,13
151658,Brindle/White,Bulldog,CORKY,Desexed Female,CRAIGMORE,8
151659,Tan,Bulldog,TESSIE,Female,ELIZABETH EAST,12
151662,Tan/White,Staffordshire Bull Terrier X,BRUTUS,Male,CRAIGMORE,9
151663,Brindle/White,Boxer,ZOE,Female,ULEYBURY,12
151664,Cream,Shar Pei,ASHLEE,Female,MUNNO PARA WEST,6
151665,Black,Border Collie X,KUTA,Desexed Male,ELIZABETH PARK,1
151666,White,Maremma Sheepdog,LUCIAN,Desexed Male,ELIZABETH PARK,1
151667,Black /Tan,German Shepherd Dog X,REX,Male,ELIZABETH DOWNS,6
151670,Tan/White,Australian Kelpie X,TESS,Female,ELIZABETH DOWNS,4
151671,Tan,X Breed,BUSTER,Male,ELIZABETH DOWNS,6
151672,Black,Labrador Retriever,PENNY,Female,ELIZABETH VALE,13
151673,Brown,Staffordshire Bull Terrier X,BUDDY,Male,SMITHFIELD PLAINS,13
151674,Tan/Black,Australian Terrier X,COOPER,Desexed Male,ELIZABETH EAST,6
151676,Red,Dachshund (Miniature),WINSTON,Desexed Male,MUNNO PARA WEST,6
151678,Red,Dachshund (Miniature),SOLO,Desexed Male,MUNNO PARA WEST,4
151680,Apricot,Mastiff,AUGUSTUS GLOOP,Desexed Male,HILLBANK,4
151683,Tan,Fox Terrier (Smooth)  X,Chester,Desexed Male,ELIZABETH DOWNS,9
151685,Black/White,Border Collie,J.J,Desexed Male,ULEYBURY,14
151691,Brown,Rottweiler X,SAMMY,Male,ELIZABETH PARK,3
151692,Tan/White,Jack Russell Terrier X,ZOE,Desexed Female,HILLBANK,11
151693,White,Poodle X,ELLY,Desexed Female,HILLBANK,2
151694,Tan,Staffordshire Bull Terrier X,THRILLER,Male,VIRGINIA,1
151696,Black/White,Greyhound,SAM,Desexed Male,ELIZABETH PARK,14
151697,White,Maltese X,ELVIS,Desexed Male,ELIZABETH GROVE,13
151698,Sable/Brown,Boxer X,AXLE,Desexed Male,CRAIGMORE,8
151699,White/Brown,Maltese X,BENTLEY,Male,ANDREWS FARM,13
151700,Red,Cavalier King Charles Spaniel,Armani,Female,ANDREWS FARM,3
151701,Black /Tan,Cavalier King Charles Spaniel,Chanel,Female,ANDREWS FARM,13
151702,Gold,Labrador Retriever,WALLY,Male,ELIZABETH VALE,4
151703,White,Jack Russell Terrier,SALLY,Desexed Female,ELIZABETH NORTH,10
151704,Black,Poodle,MEMPHIS,Desexed Male,ELIZABETH PARK,11
151708,Black,Rottweiler X,BUDDY,Desexed Male,MUNNO PARA WEST,12
151709,Tan,Maltese X,MONIQUE,Desexed Female,ELIZABETH DOWNS,7
151710,White/Brown,Jack Russell Terrier X,AUSTIN,Desexed Male,ELIZABETH DOWNS,6
151711,Black /Tan,Australian Terrier,TILLEY,Desexed Female,BLAKEVIEW,10
151712,Blenheim,Cavalier King Charles Spaniel,BENNY,Desexed Male,BLAKEVIEW,13
151713,White,Chihuahua,PADDY GARDAM,Desexed Male,ANDREWS FARM,6
151715,Tan/White,Jack Russell Terrier X,GEOFFREY,Male,ANDREWS FARM,10
151716,Tan/White,Jack Russell Terrier X,DEREK,Male,ANDREWS FARM,4
151717,Gold,Labrador Retriever,TASIA,Female,ANGLE VALE,10
151720,White,Cavalier King Charles Spaniel X,MOLLY,Desexed Female,CRAIGMORE,2
151723,Tan,German Shepherd Dog X,SHADOW,Male,CRAIGMORE,3
151724,Sable,German Shepherd Dog X,RUSTY,Desexed Male,CRAIGMORE,8
151725,Tan/Brown,Australian Kelpie X,NALA,Female,VIRGINIA,7
151730,Black/Brown,Australian Kelpie,Pepper,Desexed Female,ELIZABETH,8
151731,Gold,Labrador Retriever X,SADIE,Desexed Female,ANGLE VALE,11
151732,Gold,Labrador Retriever X,POPPY,Desexed Female,ANGLE VALE,10
151733,Grey/White,Schnauzer (Miniature),OBI,Desexed Male,HILLBANK,3
151736,Black,American Staffordshire Terrier,DUTCH,Male,CRAIGMORE,11
151737,Tan,Staffordshire Bull Terrier,SASHA,Desexed Female,ANDREWS FARM,13
151741,Black,Pomeranian X,BELLA,Desexed Female,SMITHFIELD PLAINS,14
151744,Black/White,Border Collie,BELLA,Desexed Female,HILLBANK,13
151752,Black/White,Maltese,SCRAPPY DOO,Desexed Male,ELIZABETH NORTH,14
151753,Brindle,Staffordshire Bull Terrier,BOOF,Male,ELIZABETH SOUTH,14
151755,Grey,Alaskan Malamute,ASHLEA,Desexed Female,ELIZABETH DOWNS,12
151758,Honey,Shih Tzu X,IVY,Desexed Female,MUNNO PARA WEST,7
151764,White,Jack Russell Terrier X,RUSSLE,Desexed Male,ELIZABETH GROVE,12
151765,Gold/Brown,Bullmastiff X,HARLEY,Desexed Female,ELIZABETH,14
151766,Chocolate,Australian Kelpie X,HICCUP,Male,DAVOREN PARK,5
151767,Black/Tan/White,Australian Cattle Dog X,Nipper,Desexed Male,ELIZABETH GROVE,2
151769,Tan/White,Dogue De Bordeaux,Dozer,Male,ELIZABETH,9
151771,Tan/White,Dogue De Bordeaux,Goliath,Male,ELIZABETH,2
151772,Grey,Weimaraner,KANE,Desexed Male,ONE TREE HILL,13
151774,Black,Puli,Marlot,Desexed Male,BLAKEVIEW,2
151775,Black,German Shepherd Dog X,Benny,Male,ANDREWS FARM,7
